Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh]
11/21/19;00:00:00;38.62;38.45;38.45;47.88;-;35;41.91;38.45;48.19;38.62;-;36.92;38.62;-
11/21/19;01:00:00;37.59;37.59;37.59;44.14;-;35;41.88;37.59;45.11;37.59;-;36.1;37.59;-
11/21/19;02:00:00;37.05;37.05;36.97;42.68;-;35.86;45.42;36.97;43.98;37.05;-;34.98;37.05;-
11/21/19;03:00:00;37.67;37.67;37.32;41.5;-;33.5;41.92;37.32;43.31;37.67;-;34.96;37.67;-
11/21/19;04:00:00;38.39;38.39;38.39;41;-;36.21;38.59;38.39;42.33;38.39;-;35.66;38.39;-
11/21/19;05:00:00;39.96;39.96;39.96;43.53;-;38.57;40.27;39.96;44.83;39.96;-;38.49;39.96;-
11/21/19;06:00:00;45.59;45.59;45.59;51.17;-;43.51;46.72;44.49;52.81;46.72;-;47.64;46.72;-
11/21/19;07:00:00;57.98;57.98;57.98;61.87;-;55.44;56.62;56.59;58.99;57.98;-;57.57;57.98;-
11/21/19;08:00:00;58.4;58.4;58.4;70.32;-;51.72;57.77;57;62.89;58.4;-;62.11;58.4;-
11/21/19;09:00:00;58.93;58.93;58.93;66.96;-;54.29;58.51;43.76;60.9;58.93;-;60.11;58.93;-
11/21/19;10:00:00;59.16;59.16;59.16;64.38;-;57.24;57.78;43.26;58.95;59.16;-;58.19;59.16;-
11/21/19;11:00:00;59.11;59.11;59.11;63.69;-;57.39;58.28;42.99;59.05;59.11;-;58.27;59.11;-
11/21/19;12:00:00;56.28;56.28;56.28;60.56;-;53.33;57.82;43.27;57.2;56.28;-;57.77;56.28;-
11/21/19;13:00:00;58.09;58.09;58.09;59.82;-;56.92;57.17;47.36;57.93;58.09;-;57.01;58.09;-
11/21/19;14:00:00;57.32;57.32;57.32;59.09;-;56.22;56.36;47.8;57.33;57.32;-;56.41;57.32;-
11/21/19;15:00:00;58.13;57.04;57.04;59.64;-;56.51;56.34;50.7;59.91;58.13;-;58;58.13;-
11/21/19;16:00:00;59.86;58.7;58.7;61.69;-;58.7;57.82;50.63;61.09;59.86;-;59.35;59.86;-
11/21/19;17:00:00;63.38;63.38;63.38;63.82;-;63.38;57.91;53.02;64.32;63.38;-;63.1;63.38;-
11/21/19;18:00:00;55.58;53.11;53.11;67.22;-;53.11;57.22;50.63;59.93;55.58;-;58;55.58;-
11/21/19;19:00:00;53.92;49.78;49.78;64.62;-;49.78;54.89;42.56;57.03;53.92;-;53.96;53.92;-
11/21/19;20:00:00;50.06;43.55;43.55;61.09;-;43.55;49.85;41.58;54.95;51.98;-;47.25;51.98;-
11/21/19;21:00:00;43.77;40.19;40.19;53.05;-;40.19;46.62;40.19;52.01;43.77;-;42.1;43.77;-
11/21/19;22:00:00;40.13;39.17;39.17;52.01;-;37.92;47.13;39.17;51.09;40.13;-;39.87;40.13;-
11/21/19;23:00:00;37.1;37.1;36.65;48;-;36.5;45.77;36.65;48.22;37.1;-;36.77;37.1;-
11/22/19;00:00:00;35.3;34.45;34.45;48.64;-;33.5;43;34.45;44.35;35.3;35;35;35.3;-
11/22/19;01:00:00;34.72;34.5;33.89;42.79;-;34.5;41.75;33.89;40.84;34.72;34.2;34.2;34.72;-
11/22/19;02:00:00;35.73;34.2;34.2;39.1;-;34.2;41.45;34.2;40.05;35.73;34;34;35.73;-
11/22/19;03:00:00;35.94;34.5;34.5;38.17;-;34.5;40.76;34.5;38.45;35.94;33.78;33.78;35.94;-
11/22/19;04:00:00;35.59;35.4;35.17;35.88;-;35.4;41.55;35.17;38.01;35.59;34.13;34.13;35.59;-
11/22/19;05:00:00;37.24;37.24;37.47;38.27;-;36.83;44.92;37.47;40.19;37.24;36.3;36.3;37.24;-
11/22/19;06:00:00;41.22;40.23;40.23;47.59;-;35.41;49.67;40.23;48.01;42.78;41.23;41.23;42.78;-
11/22/19;07:00:00;52.1;45.95;45.95;54;-;50.77;52.68;44.43;53.96;52.53;51.9;51.9;52.53;-
11/22/19;08:00:00;52.79;51.58;51.58;54.44;-;51.58;53.07;51.52;55.54;52.94;52.56;52.56;52.94;-
11/22/19;09:00:00;51.44;49.9;49.9;54;-;49.9;56.33;42.43;55.08;52.06;51.16;51.16;52.06;-
11/22/19;10:00:00;50.9;48.69;48.69;54.08;-;48.69;51.21;42.34;55.28;51.6;49.94;49.94;51.6;-
11/22/19;11:00:00;49.56;47.23;47.23;52.87;-;47.23;57.09;42.34;54.49;50.28;47.93;47.93;50.28;-
11/22/19;12:00:00;47.87;45.1;45.1;51.8;-;45.1;55.86;42.45;53.51;48.79;47.5;47.5;48.79;-
11/22/19;13:00:00;47.98;45.91;45.91;51.08;-;45.91;56.33;45.91;51.64;48.71;48.07;48.07;48.71;-
11/22/19;14:00:00;49.03;49.03;49.03;49.03;-;49.03;55.86;47.85;52.09;49.03;48.01;48.01;49.03;-
11/22/19;15:00:00;49.5;49.5;49.5;49.5;-;49.5;55.86;48.31;51.2;49.5;49.32;49.32;49.5;-
11/22/19;16:00:00;49.04;49.04;49.04;49.04;-;49.04;57.35;47.86;52.06;49.04;52.9;52.9;49.04;-
11/22/19;17:00:00;51.91;51.91;51.91;51.91;-;51.91;54.09;50.66;53.66;51.91;54.11;54.11;51.91;-
11/22/19;18:00:00;45.75;44.65;44.65;51.38;-;43.45;55.57;44.65;54.09;47.11;49.43;49.43;47.11;-
11/22/19;19:00:00;40.81;40.27;40.27;50.8;-;38.5;51.22;40.27;53.29;43.23;46.12;46.12;43.23;-
11/22/19;20:00:00;39.56;39.56;39.56;48.39;-;39.56;47.66;39.56;51.49;41.69;41.1;41.1;41.69;-
11/22/19;21:00:00;39.27;39.27;39.27;42.58;-;39.27;42.56;39.27;48.43;39.27;38.9;38.9;39.27;-
11/22/19;22:00:00;38.32;38.32;38.32;44.22;-;38.32;45.53;38.32;45.58;38.32;36.24;36.24;38.32;-
11/22/19;23:00:00;34.35;35.49;35.49;41.24;-;35.49;41.42;35.49;42.18;35.83;32.35;32.35;35.83;-
11/23/19;00:00:00;32.31;34.36;34.36;35.47;-;34.36;42.31;34.36;44.61;33.1;29.11;29.11;33.1;-
11/23/19;01:00:00;26.97;34.04;34.04;30.79;-;35.5;42.7;34.04;42.45;21.2;25.64;25.64;27.53;-
11/23/19;02:00:00;26.15;33.44;33.44;29.07;-;35.5;42.7;33.44;40.39;23.02;24.5;24.5;26.15;-
11/23/19;03:00:00;24.44;33.17;33.17;27.17;-;33.17;41.2;33.17;40.33;22.57;23.49;23.49;24.44;-
11/23/19;04:00:00;22.89;30.03;33.43;25.16;-;30.03;42.36;33.43;38.77;22.89;23.47;23.47;22.89;-
11/23/19;05:00:00;24.17;24.17;33.94;25.39;-;28.22;42.61;33.94;40.64;24.17;24.26;24.26;24.17;-
11/23/19;06:00:00;26.47;32.39;34.96;29.11;-;32.39;46.06;34.96;44.31;27.27;25.53;27.11;27.27;-
11/23/19;07:00:00;28.14;28.14;36.23;36.4;-;36.14;45.37;36.23;47.63;30.34;30.25;33.1;30.34;-
11/23/19;08:00:00;33.76;33.76;37.41;37.72;-;37.45;47.61;37.41;48.06;34.79;33.5;35.14;34.79;-
11/23/19;09:00:00;30.44;30.44;38.66;45.3;-;44.98;47.13;38.66;49.02;35.02;35.94;35.94;35.02;-
11/23/19;10:00:00;30.31;30.31;39.15;45;-;52.09;47.58;39.15;49.91;35.02;34.82;35.57;35.02;-
11/23/19;11:00:00;30.45;30.45;39.16;45.3;-;52.63;47.6;39.16;49.06;35.07;34;35.14;35.07;-
11/23/19;12:00:00;29.9;29.9;39.14;46.3;-;57.8;47.55;39.14;46.79;35.3;33.5;33.5;35.3;-
11/23/19;13:00:00;30.62;30.62;39.05;44.13;-;50;47.34;39.05;46.07;35.03;32.07;32.07;35.03;-
11/23/19;14:00:00;32.4;32.4;39.04;40;-;49.42;45.13;39.04;45.05;35.03;31.78;31.78;35.03;-
11/23/19;15:00:00;34.25;34.25;39.31;40.66;-;48.23;45.13;39.31;46.4;36.39;34.75;34.75;36.39;-
11/23/19;16:00:00;39.01;39.01;39.7;45.23;-;51.12;47.55;39.7;50.1;41.36;37;40.31;41.36;-
11/23/19;17:00:00;40.43;40.43;40.35;51.87;-;61.43;47.41;40.35;50.45;44.74;40;48.42;44.74;-
11/23/19;18:00:00;40.02;40.02;40.02;52.12;-;54;45.6;40.02;52.2;43.98;39.91;40.08;43.98;-
11/23/19;19:00:00;35.58;35.58;38.43;52.9;-;39.9;38.43;38.43;51.93;40.5;37;38.99;40.5;-
11/23/19;20:00:00;30.19;30.19;38.11;50.44;-;37.54;43.64;38.11;50.47;36.07;35;36.94;36.07;-
11/23/19;21:00:00;28.18;28.18;37.9;48.9;-;39.9;40.38;37.9;48.24;34.32;31.99;31.99;34.32;-
11/23/19;22:00:00;29.6;29.6;36.99;47.15;-;36.94;42.29;36.99;47.07;34.48;30.01;30.01;34.48;-
11/23/19;23:00:00;27.21;27.21;35.53;44.49;-;36.1;41.56;35.53;44.2;31.96;25.07;25.07;31.96;-
11/24/19;00:00:00;13.15;13.15;14.57;42.65;-;36.6;37.28;33.91;39.91;21.66;23.71;23.71;21.66;-
11/24/19;01:00:00;19.22;19.22;19.22;40;-;38;38.2;33.32;36.02;25.32;22;22;25.32;-
11/24/19;02:00:00;13.28;13.28;13.28;35.29;-;36.74;35.15;33.06;30.55;20.12;22.07;22.07;20.12;-
11/24/19;03:00:00;14.89;14.89;14.89;31.95;-;35.4;33.04;33.04;28.2;14.89;22.3;22.3;14.89;-
11/24/19;04:00:00;10.19;10.19;10.19;30;-;39.6;34.23;33.1;26.7;10.19;22.3;22.3;10.19;-
11/24/19;05:00:00;7.57;7.57;7.57;30.1;-;38.3;34.67;34.02;27.3;15.4;22.96;22.96;15.4;-
11/24/19;06:00:00;19.09;19.09;19.09;32.77;-;36.43;39.7;34.08;30.54;22.98;24.72;24.72;22.98;-
11/24/19;07:00:00;25.48;25.48;25.48;35.31;-;48.31;39.7;35.05;30.59;29.08;27.16;27.16;29.08;-
11/24/19;08:00:00;30.45;30.45;36.6;35.54;-;45.12;38.51;36.6;33.02;32.42;32.03;32.03;32.42;-
11/24/19;09:00:00;34.31;34.31;37.8;39.49;-;51.85;41.93;37.8;37.82;36.08;34.16;34.16;36.08;-
11/24/19;10:00:00;37.55;37.55;38.79;44.12;-;37.55;39.78;38.79;40.29;39.41;35.5;35.5;39.41;-
11/24/19;11:00:00;39.81;39.81;39.81;44.49;-;39.81;43.54;39.81;41.08;41.12;37;37;41.12;-
11/24/19;12:00:00;39.81;39.81;39.81;45.32;-;39.81;43.72;39.81;41.64;41.35;36.57;36.57;41.35;-
11/24/19;13:00:00;39.76;39.76;39.76;42.01;-;39.76;43.72;39.76;40.5;39.76;36.11;36.11;39.76;-
11/24/19;14:00:00;40.05;40.05;40.05;40.05;-;40.05;43.75;40.05;38.78;40.05;37.78;37.78;40.05;-
11/24/19;15:00:00;41.68;40.68;40.68;41.68;-;41.68;42.06;40.68;40.43;41.68;39.75;39.75;41.68;-
11/24/19;16:00:00;45.01;41.35;41.35;45.01;-;45.01;43.65;41.35;42.12;45.01;42.88;47.01;45.01;-
11/24/19;17:00:00;50;41.42;41.42;50;-;50;47;41.42;48.22;50;46;49.02;50;-
11/24/19;18:00:00;51.77;40.96;40.96;51.77;-;51.77;47.76;40.96;50.71;51.77;49.03;51.34;51.77;-
11/24/19;19:00:00;50.11;41.16;41.16;51.8;-;50.11;47.76;41.16;50.98;50.59;48.36;50.92;50.59;-
11/24/19;20:00:00;49.96;40.92;40.92;49.96;-;49.96;46.48;40.92;48.95;49.96;44.3;45.62;49.96;-
11/24/19;21:00:00;45.7;40.63;40.63;45.7;-;45.7;43.24;40.63;44.36;45.7;41.17;41.17;45.7;-
11/24/19;22:00:00;44.64;40.23;40.23;44.64;-;44.64;43.68;40.23;42.97;44.64;40.82;40.82;44.64;-
11/24/19;23:00:00;39.8;39.29;39.26;39.8;-;39.8;39.26;39.26;40.65;39.8;37.19;37.19;39.8;-
11/25/19;00:00:00;38.19;38.19;38.19;38.19;-;38.19;46.02;38.19;38.2;38.19;34.8;34.8;38.19;-
11/25/19;01:00:00;36.3;36.3;36.3;36.3;-;36.3;45.76;36.3;35.37;36.3;33.63;33.63;36.3;-
11/25/19;02:00:00;36.02;36.02;36.02;36.02;-;36.02;44.09;36.02;34.03;36.02;32.5;32.5;36.02;-
11/25/19;03:00:00;35.4;35.4;35.4;35.4;-;35.4;43.97;35.4;33.38;35.4;32.2;31.51;35.4;-
11/25/19;04:00:00;35.38;35.38;36.75;35.38;-;35.38;44.07;36.75;33.65;35.38;32.85;32.85;35.38;-
11/25/19;05:00:00;37.84;37.84;40.65;37.84;-;37.84;46.01;40.65;37.24;37.84;37;37;37.84;-
11/25/19;06:00:00;50;50;50;50;-;50;54.39;42.93;48.37;50;45.09;45.09;50;-
11/25/19;07:00:00;60.42;60.42;60.42;60.42;-;60.42;55.78;43.78;54.35;60.42;56;56;60.42;-
11/25/19;08:00:00;58.37;58.37;58.37;58.37;-;58.37;57.31;44.36;57.93;58.37;58.15;58.15;58.37;-
11/25/19;09:00:00;58.42;58.42;58.42;58.42;-;58.42;57.55;43.56;57;58.42;57.18;57.18;58.42;-
11/25/19;10:00:00;57.3;57.3;57.3;57.3;-;57.3;57.54;43.53;54.7;57.3;56.92;56.92;57.3;-
11/25/19;11:00:00;58.26;58.26;58.26;58.26;-;58.26;57.53;43.62;54.33;57.9;56.02;56.02;58.26;-
11/25/19;12:00:00;58.77;58.77;58.77;58.77;-;58.77;57.61;43.71;53.48;53.7;55.6;55.6;58.77;-
11/25/19;13:00:00;58.6;58.6;58.6;58.6;-;58.6;57.69;43.76;53.12;54.08;55.57;55.57;58.6;-
11/25/19;14:00:00;57.05;57.05;57.05;57.05;-;57.05;57.57;43.91;53.05;57.05;56;56;57.05;-
11/25/19;15:00:00;59.23;59.23;59.23;59.23;-;59.23;58.14;45.06;54.07;59.23;57.7;57.7;59.23;-
11/25/19;16:00:00;58.4;58.4;58.4;58.4;-;58.4;61.36;46.76;55.92;58.4;62;62;58.4;-
11/25/19;17:00:00;63.45;63.45;63.45;63.45;-;63.45;61.71;53.79;62.16;63.45;64.49;64.49;63.45;-
11/25/19;18:00:00;59.36;59.36;59.36;59.36;-;59.36;58.31;44.92;59.48;59.36;60.23;60.23;59.36;-
11/25/19;19:00:00;58.07;58.07;58.07;58.07;-;58.07;57.64;43.57;55.88;58.07;57.25;57.25;58.07;-
11/25/19;20:00:00;53.93;53.93;53.93;53.93;-;53.93;56.71;42.74;52.13;53.93;51.15;51.15;53.93;-
11/25/19;21:00:00;50.17;50.17;50.17;50.17;-;50.17;51.52;42.22;47.01;50.17;45.1;45.1;50.17;-
11/25/19;22:00:00;46.36;46.36;46.36;47.3;-;45.28;51.73;41.44;46.02;46.62;41.95;41.95;46.62;-
11/25/19;23:00:00;41.58;41.58;41.58;43.49;-;39.45;46.13;40.58;42.8;42.11;37.55;37.55;42.11;-
11/26/19;00:00:00;39.07;39.07;39.07;39.07;-;39.07;45.33;40.7;42.36;39.07;39.14;39.14;39.07;-
11/26/19;01:00:00;38.43;38.43;38.43;38.43;-;38.43;44.86;40.04;40.04;38.43;37.33;37.33;38.43;-
11/26/19;02:00:00;36.2;36.2;36.2;36.2;-;36.2;43.65;39.31;39.98;36.2;36.68;36.68;36.2;-
11/26/19;03:00:00;35.91;35.91;35.91;35.91;-;35.91;44.72;38.36;39.73;35.91;35.77;35.77;35.91;-
11/26/19;04:00:00;35.98;35.98;35.98;35.98;-;35.98;40.67;40.24;38.03;35.98;36.09;36.09;35.98;-
11/26/19;05:00:00;38.01;38.01;38.01;38.01;-;38.01;47.95;40.93;40.87;38.01;38.57;38.57;38.01;-
11/26/19;06:00:00;45.21;45.21;45.21;45.21;-;45.21;57.36;43.21;49.69;45.21;46.54;46.54;45.21;-
11/26/19;07:00:00;53.44;53.44;53.44;53.52;-;53.39;60.47;46.76;54.02;53.52;55.8;55.8;53.46;-
11/26/19;08:00:00;54.79;54.79;54.79;54.79;-;54.79;64.11;53.03;54.99;54.79;56.7;56.7;54.79;-
11/26/19;09:00:00;54.58;54.58;54.58;54.58;-;54.58;58.11;48.18;54.06;54.58;54.6;54.6;54.58;-
11/26/19;10:00:00;54.79;54.79;54.79;54.79;-;54.79;58.13;46.87;53.44;54.79;53.7;53.7;54.79;-
11/26/19;11:00:00;54.05;54.05;54.05;54.05;-;54.05;58.88;46.19;53.01;54.05;53.01;53.01;54.05;-
11/26/19;12:00:00;52.91;52.91;52.91;52.91;-;52.91;58.37;47.95;52.43;52.91;52.53;52.53;52.91;-
11/26/19;13:00:00;52.59;52.59;52.59;52.59;-;52.59;61.15;47.46;52.57;52.59;52.72;52.72;52.59;-
11/26/19;14:00:00;52.99;52.99;52.99;52.99;-;52.99;61.15;47.41;52.5;52.99;52.59;52.59;52.99;-
11/26/19;15:00:00;52.34;52.34;52.34;52.34;-;52.34;63.28;48.69;53.15;52.34;53.97;54.09;52.34;-
11/26/19;16:00:00;52.43;52.43;52.43;52.43;-;52.43;68.09;49.78;53.42;66.88;54.26;63.63;52.43;-
11/26/19;17:00:00;54.55;54.55;54.55;54.55;-;54.55;65.13;53.24;55.69;70;57.25;68.59;54.55;-
11/26/19;18:00:00;54.52;54.52;54.52;54.52;-;54.52;59.1;45.97;54.53;63.5;54;63.12;54.52;-
11/26/19;19:00:00;52.9;52.9;52.9;52.9;-;52.9;57.26;43.94;53.78;53.5;52.85;59.5;52.9;-
11/26/19;20:00:00;47.51;47.51;47.51;47.51;-;47.51;56.71;43.49;49.33;51.24;47.92;54.72;47.51;-
11/26/19;21:00:00;43.53;43.53;43.53;43.53;-;43.53;51.61;42.49;45.37;43.53;42.74;46.3;43.53;-
11/26/19;22:00:00;42.28;42.28;42.28;42.28;-;42.28;47.69;41.27;46.72;42.28;41.63;43.1;42.28;-
11/26/19;23:00:00;37.74;37.74;37.74;37.74;-;37.74;47.01;39.72;42.68;37.74;37.06;37.06;37.74;-
11/27/19;00:00:00;36.2;36.2;36.2;36.2;-;36.2;44.48;38.04;40.62;36.2;34.88;34.88;36.2;-
11/27/19;01:00:00;35.32;36.31;36.31;35.32;-;35.32;44.42;36.31;38.06;35.32;33.55;33.55;35.32;-
11/27/19;02:00:00;32.84;35.72;35.72;32.84;-;32.84;45.24;35.72;35.59;32.84;32.48;32.48;32.84;-
11/27/19;03:00:00;30.23;35.9;35.9;30.23;-;30.23;45.17;35.9;35.46;30.23;31.18;31.18;30.23;-
11/27/19;04:00:00;31.65;31.65;31.65;31.65;-;31.65;43.49;37.8;35.5;31.65;32.28;32.28;31.65;-
11/27/19;05:00:00;34.8;34.8;34.8;34.8;-;34.8;46.75;40.31;39.71;34.8;35.22;35.22;34.8;-
11/27/19;06:00:00;41.94;41.94;41.94;41.94;-;41.94;59.43;41.71;47.72;41.94;46;46;41.94;-
11/27/19;07:00:00;50.68;50.68;50.68;50.68;-;50.68;59.31;43.7;49.23;50.68;47.13;50.38;50.68;-
11/27/19;08:00:00;50.54;50.54;50.54;50.54;-;50.54;75.09;46.11;50.4;54.79;48.99;52.44;50.54;-
11/27/19;09:00:00;46.32;46.32;46.32;48.56;-;53.21;69.76;45.44;50.04;49.7;48.2;51.45;46.84;-
11/27/19;10:00:00;43.94;43.94;43.94;45.33;-;48.26;65.35;43.94;49.91;43.99;47.41;49.07;43.99;-
11/27/19;11:00:00;43.93;43.93;43.93;44.4;-;45.38;73;43.93;50.03;43.95;46.73;48.05;43.95;-
11/27/19;12:00:00;44.12;44.12;44.12;44.12;-;44.12;69.91;44.12;49;46.31;45.3;47.24;44.12;-
11/27/19;13:00:00;43.87;43.87;43.87;43.87;-;43.87;73.69;43.87;49.03;47.49;44.54;47.99;43.87;-
11/27/19;14:00:00;43.21;43.21;43.21;43.67;-;43.67;65.55;43.21;48.45;49.96;43.68;49.78;49.96;-
11/27/19;15:00:00;43.41;43.41;43.41;43.9;-;43.9;71.18;43.41;48.1;50.64;43.73;50.79;50.64;-
11/27/19;16:00:00;43.71;43.71;43.71;44.4;-;44.88;77.01;43.71;49.4;58.13;44.8;59.51;51.69;-
11/27/19;17:00:00;46.6;46.6;46.6;47.1;-;47.19;70.5;44.44;48.98;60.71;46.2;63.92;50.02;-
11/27/19;18:00:00;43.38;43.38;43.38;49.99;-;47.72;59.12;42.83;49.07;50.89;48;58.37;50.89;-
11/27/19;19:00:00;38.96;39.1;39.1;50.18;-;44;58.66;41.8;47.1;50.82;47.27;53.31;50.82;-
11/27/19;20:00:00;34.47;41.18;41.18;46.01;-;42.55;57.8;41.18;43.93;48.97;44.8;47;48.97;-
11/27/19;21:00:00;33.69;40.71;40.71;41.12;-;39.4;49.78;40.71;41.35;40.04;34.7;39.91;40.04;-
11/27/19;22:00:00;28.6;40.01;40.01;41.5;-;39;49.74;40.01;44.63;36.07;30.78;35.27;36.07;-
11/27/19;23:00:00;25.58;38.29;38.29;36.99;-;38.58;46.9;38.29;41.52;29.06;25.38;29.43;29.06;-
11/28/19;00:00:00;25.24;37.9;37.9;31.73;-;40.34;45.81;37.9;32.12;27.57;23.96;25.92;27.57;-
11/28/19;01:00:00;21.23;36.43;36.43;27.71;-;36.31;46.2;36.43;27.05;23.58;22.96;22.96;23.58;-
11/28/19;02:00:00;5.32;35.99;35.99;19.39;-;34;45.03;35.99;25.01;10.41;16.38;16.98;10.41;-
11/28/19;03:00:00;1.94;36.18;36.18;12.56;-;31.95;44.67;36.18;25.06;6.4;15.7;15.7;6.4;-
11/28/19;04:00:00;11.75;37.72;37.72;16.87;-;28;44.52;37.72;25.54;14.05;22;22;14.05;-
11/28/19;05:00:00;23.53;40.01;40.01;26.45;-;28.54;45.54;40.01;29.06;36.09;32.65;32.92;36.09;-
11/28/19;06:00:00;29.82;41.02;41.02;35.92;-;38.02;54.43;41.02;44.92;46.96;42.77;42.77;46.96;-
11/28/19;07:00:00;34.14;42.83;42.83;44.25;-;50;54.64;42.83;48.08;57.31;49.85;50.41;52.95;-
11/28/19;08:00:00;40.38;43.1;43.1;46.51;-;50.95;58.06;43.1;49.62;60.61;51.02;53.26;51;-
11/28/19;09:00:00;39.34;42.73;42.73;46.72;-;51.93;58.03;42.73;49.09;56.99;50.73;52.91;50.97;-
11/28/19;10:00:00;38.52;42.8;42.8;45.09;-;49.05;57.72;42.8;48.18;54.88;48;51.56;50.95;-
11/28/19;11:00:00;38.16;42.52;42.52;44.21;-;49.27;58.1;42.52;46.67;53.7;46.64;50.53;50.98;-
11/28/19;12:00:00;35.44;43.29;43.29;43.99;-;47.2;55.81;43.29;45.57;51.8;49.35;50.04;51.8;-
11/28/19;13:00:00;35.24;43.02;43.02;44.21;-;45.88;55.5;43.02;45.53;52.49;50;50;52.49;-
11/28/19;14:00:00;35.7;42.43;42.43;43.21;-;44.3;55;42.43;46.74;56.62;49.93;49.93;52.97;-
11/28/19;15:00:00;36.23;42.08;42.08;43.8;-;47.39;55.44;42.08;48.67;60.81;51.91;51.91;52.97;-
11/28/19;16:00:00;38.05;42.07;42.07;44.8;-;47.7;56.53;42.07;49.87;68.23;55.2;60.04;51.95;-
11/28/19;17:00:00;40.43;42.01;42.01;50.87;-;60;56.18;42.01;50.65;74.53;51.66;60.98;52.09;-
11/28/19;18:00:00;40.58;41.58;41.58;54;-;56.1;54.94;41.58;53.8;70.85;50.48;55.14;52.93;-
11/28/19;19:00:00;39.95;40.93;40.93;55.37;-;54.5;54.6;40.93;53.73;57.18;52.24;54.34;51.96;-
11/28/19;20:00:00;36.16;40.43;40.43;51.9;-;59.64;51.52;40.43;51.28;51.09;45.53;45.53;51.09;-
11/28/19;21:00:00;30.9;39.88;39.88;46.76;-;49.9;45.58;39.88;46.53;40.01;39.49;39.49;40.01;-
11/28/19;22:00:00;28.46;28.46;28.46;45.03;-;44.49;46.55;37.79;45.05;35.17;30.6;36.88;35.17;-
11/28/19;23:00:00;25.17;25.17;25.17;43.8;-;40.72;44.79;34.89;42.08;32.67;24.32;30.09;32.67;-
11/29/19;00:00:00;23.95;23.95;23.95;40.12;-;41.57;34.87;34.87;40.51;30.63;26.42;26.42;30.63;-
11/29/19;01:00:00;21.27;21.27;21.27;36.3;-;37.74;34.08;34.08;35.47;27.01;23.28;23.28;27.01;-
11/29/19;02:00:00;11.79;11.79;11.79;33.17;-;37.39;30.08;30.08;32.09;19.34;18.68;18.68;19.34;-
11/29/19;03:00:00;14.2;14.2;14.2;29.83;-;37.49;30.68;30.68;29.7;20.58;18.85;18.85;20.58;-
11/29/19;04:00:00;27.56;27.56;27.56;33.5;-;37.3;34.27;34.27;30.87;29.98;24.06;24.06;29.98;-
11/29/19;05:00:00;27.5;27.5;27.5;38.7;-;36.5;38.89;38.89;38.61;32.03;32.1;32.1;32.03;-
11/29/19;06:00:00;39.86;39.86;39.86;46.31;-;44.35;51.71;40.84;46.97;42.43;42.92;42.92;42.43;-
11/29/19;07:00:00;45.08;45.08;45.08;52.19;-;54.71;53.91;42.02;54.05;48.06;49.63;49.63;48.06;-
11/29/19;08:00:00;45.89;45.89;45.89;53.01;-;56.49;54.94;42.49;54.61;48.96;50.34;50.34;48.96;-
11/29/19;09:00:00;42.69;42.69;42.69;53.63;-;59.43;53.1;42.62;53.85;47.41;49.3;49.3;47.41;-
11/29/19;10:00:00;42.42;42.42;42.42;52.64;-;57.94;52.59;42.42;54.07;46.82;49.11;49.11;46.82;-
11/29/19;11:00:00;42.29;42.29;42.29;52.35;-;50;52.99;42.29;53.94;46.18;48.47;48.47;46.18;-
11/29/19;12:00:00;41.65;41.65;41.65;50.53;-;41.65;52.66;41.65;53.03;44.2;47.89;47.89;44.2;-
11/29/19;13:00:00;42.22;42.22;42.22;49.92;-;43.62;53.15;42.22;53;44.89;47.92;47.92;44.89;-
11/29/19;14:00:00;47.91;42.48;42.48;50.17;-;47.91;52.58;42.48;53.33;48.47;47.29;47.29;48.47;-
11/29/19;15:00:00;51.04;47.56;47.56;51.04;-;51.04;53.96;42.81;53.47;51.04;49.79;49.79;51.04;-
11/29/19;16:00:00;52.14;43.91;43.91;52.14;-;52.14;55.63;43.91;54.12;52.14;52.9;52.9;52.14;-
11/29/19;17:00:00;54.05;52.75;52.75;54.09;-;54.13;56.81;52.75;56.52;54.06;56.14;56.14;54.06;-
11/29/19;18:00:00;55.36;54.03;54.03;56.53;-;54.03;54.13;54.03;55.69;55.7;54.01;54.01;55.7;-
11/29/19;19:00:00;53.11;49.13;49.13;56.13;-;49.13;53.38;43.43;54.08;53.97;52.47;52.47;53.97;-
11/29/19;20:00:00;52.01;42.27;42.27;53.05;-;50.61;51.73;42.27;54.06;52.3;49.58;49.58;52.3;-
11/29/19;21:00:00;46.44;41.41;41.41;49.27;-;42.78;44.98;41.41;52.44;47.25;45.01;45.01;47.25;-
11/29/19;22:00:00;42.24;42.24;40.38;48;-;42.24;46.38;40.38;49.28;43.85;41.53;41.53;43.85;-
11/29/19;23:00:00;39.28;39.28;38.33;45.15;-;39.28;44.03;38.33;47.16;41.11;37.32;37.32;41.11;-
11/30/19;00:00:00;36.29;36.29;35.65;43;-;36.29;45.91;35.65;44.16;38.02;37.6;37.6;38.02;-
11/30/19;01:00:00;35.96;35.96;35.54;38.05;-;38.79;40.91;35.54;40.16;36.79;36.28;36.28;36.79;-
